area,date,new_cases,new_deaths,IFR,R,AR,N,NPI 1,NPI 2,NPI 3,NPI 4,NPI 5,NPI 6,NPI 7,NPI 8,NPI 9,NPI 10
Area 1,2020-08-25 00:00:00+00:00,3.0,0.0,0.014045621491669933,1.3,0.2115891527847837,58.19363422901423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-08-26 00:00:00+00:00,2.0,0.0,0.013732953436629324,1.3,0.20675822680958422,65.74151252238977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-08-27 00:00:00+00:00,16.0,0.0,0.014198019802214107,1.3,0.21571211501490414,68.79435606055752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-08-28 00:00:00+00:00,11.0,0.0,0.014329564228701932,1.3,0.2084763207145885,72.88631925423095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-08-29 00:00:00+00:00,16.0,0.0,0.014364903757002239,1.3,0.22066491828340412,76.00424129206958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-08-30 00:00:00+00:00,5.0,0.0,0.014072903891905582,1.3,0.21913475290975037,82.18593066816852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-08-31 00:00:00+00:00,7.0,0.0,0.014260899651026582,1.3,0.21730888381904756,86.88383778189225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-01 00:00:00+00:00,5.0,0.0,0.014510676135578394,1.3,0.2231732668570902,92.14895389166264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-02 00:00:00+00:00,15.0,0.0,0.014052577449213979,1.3,0.21532450734810166,101.91674281663835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-03 00:00:00+00:00,9.0,2.0,0.013534692438681039,1.3,0.21605937978657758,107.06600641693079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-04 00:00:00+00:00,2.0,1.0,0.013485067901454428,1.3,0.22194884626384376,110.55358015369542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-05 00:00:00+00:00,9.0,0.0,0.013711704879570154,1.3,0.22496229108354246,120.54895276825295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-06 00:00:00+00:00,2.0,0.0,0.01357476299885899,1.3,0.22287762171642272,128.39492726432553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-07 00:00:00+00:00,17.0,1.0,0.013395096096157853,1.3,0.21719330097198264,134.20728720321662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-08 00:00:00+00:00,2.0,0.0,0.013389893086409798,1.3,0.22080618970826674,145.471409545486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-09 00:00:00+00:00,15.0,0.0,0.013116602477994746,1.3,0.2263118262741405,152.18484324758106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-10 00:00:00+00:00,36.0,0.0,0.012966300101150501,1.3,0.2210751503483247,163.89852865621648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-11 00:00:00+00:00,1.0,0.0,0.012943215299592095,1.3,0.2272147737974364,172.788633435274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-12 00:00:00+00:00,27.0,1.0,0.012424219077325294,1.3,0.22722157317976333,182.57257490589436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-13 00:00:00+00:00,27.0,2.0,0.01248718296184741,1.3,0.2216097941261926,193.96396426132688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-14 00:00:00+00:00,44.0,0.0,0.012621827657248043,1.3,0.22006824703189218,208.10395074637313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-15 00:00:00+00:00,21.0,1.0,0.012473820258237758,1.3,0.22480179309717843,218.70387651424318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-16 00:00:00+00:00,28.0,1.0,0.011976017054282074,1.3,0.2291661579563698,234.8474793330217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-17 00:00:00+00:00,18.0,2.0,0.011703314032290827,1.3,0.23765724467268912,247.21080595132494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-18 00:00:00+00:00,42.0,2.0,0.01124330416025081,1.3,0.23111340765880467,264.82943757548776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-19 00:00:00+00:00,25.0,0.0,0.011362489623846976,1.3,0.2268738800397342,279.8462114314876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-20 00:00:00+00:00,3.0,1.0,0.01142445289480022,1.3,0.23641755746274506,295.578385454166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-21 00:00:00+00:00,9.0,2.0,0.011540556610752328,1.3,0.23777970564983814,314.29087500524355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-22 00:00:00+00:00,20.0,1.0,0.011562441235836088,1.3,0.23137158150540796,333.7557518891917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-23 00:00:00+00:00,64.0,2.0,0.011480701294629938,1.3,0.23466433626748384,354.9759080941479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-24 00:00:00+00:00,15.0,0.0,0.011458490186534347,1.3,0.23225181798819333,377.66995422572523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-25 00:00:00+00:00,48.0,1.0,0.011592897311257646,1.3,0.22459950995727024,399.20570749800646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-26 00:00:00+00:00,51.0,1.0,0.01203874332080128,1.3,0.22324814623273762,423.5833619237801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-27 00:00:00+00:00,120.0,5.0,0.012030120140029589,1.3,0.22309596579208282,449.0263485492928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-28 00:00:00+00:00,30.0,1.0,0.012148844207267948,1.1341785351197176,0.23128846902818787,415.55380107091656,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-29 00:00:00+00:00,66.0,2.0,0.012174329873379868,1.1341785351197176,0.2257945143183063,440.7896927783864,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-30 00:00:00+00:00,99.0,4.0,0.012250115804865508,1.1341785351197176,0.22060605455774884,458.91425488732807,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-10-01 00:00:00+00:00,89.0,2.0,0.012333135650158542,0.9325322798356889,0.2193725134374334,390.7492648271923,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Area 1,2020-10-02 00:00:00+00:00,133.0,4.0,0.01235992885380393,0.9325322798356889,0.22113513319806868,397.47277141200243,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Area 1,2020-10-03 00:00:00+00:00,88.0,2.0,0.012823476345959263,0.9325322798356889,0.21980196268086025,403.1698079390523,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Area 1,2020-10-04 00:00:00+00:00,48.0,4.0,0.01242141485400363,0.9325322798356889,0.2151876158788374,397.8376925747455,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Area 1,2020-10-05 00:00:00+00:00,43.0,1.0,0.012740242804663226,0.9325322798356889,0.2199486938210109,388.953241240335,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Area 1,2020-10-06 00:00:00+00:00,49.0,1.0,0.013276063830750846,0.9325322798356889,0.2353864131397122,382.4649593767269,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Area 1,2020-10-07 00:00:00+00:00,40.0,3.0,0.013169817456341007,0.9325322798356889,0.24125218498068107,378.93949823654395,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Area 1,2020-10-08 00:00:00+00:00,139.0,5.0,0.012719650574805272,0.9325322798356889,0.23633396758383768,373.57101831984653,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Area 1,2020-10-09 00:00:00+00:00,95.0,4.0,0.012746295401458396,0.9325322798356889,0.237779516686327,367.9986114011389,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Area 1,2020-10-10 00:00:00+00:00,23.0,2.0,0.012513140920339819,0.9325322798356889,0.23460850815937379,362.17038639299585,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Area 1,2020-10-11 00:00:00+00:00,88.0,4.0,0.012431417818638138,0.9325322798356889,0.23844696494612752,357.0021810282385,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Area 1,2020-10-12 00:00:00+00:00,61.0,9.0,0.012548421738066135,0.9325322798356889,0.23236921681664538,351.3633959863174,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Area 1,2020-10-13 00:00:00+00:00,140.0,5.0,0.012309014766758886,0.9325322798356889,0.23438304306173657,347.5499175254891,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Area 1,2020-10-14 00:00:00+00:00,62.0,4.0,0.013048851520410128,0.707991575338504,0.2407747027848428,260.1073451608592,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Area 1,2020-10-15 00:00:00+00:00,68.0,3.0,0.012838637140284142,0.707991575338504,0.24086891083074038,255.5193419792409,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Area 1,2020-10-16 00:00:00+00:00,44.0,3.0,0.013033888018319964,0.707991575338504,0.24542724341800795,245.37072215669318,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Area 1,2020-10-17 00:00:00+00:00,73.0,2.0,0.012683674789154725,0.707991575338504,0.24277376987537264,228.82706752345882,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Area 1,2020-10-18 00:00:00+00:00,153.0,5.0,0.012832670767371386,0.707991575338504,0.24847664869765634,213.11429160196494,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Area 1,2020-10-19 00:00:00+00:00,27.0,7.0,0.012160275193905492,0.707991575338504,0.25716178760853403,197.1014687506344,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Area 1,2020-10-20 00:00:00+00:00,81.0,4.0,0.012310656065360076,0.707991575338504,0.2533672017892531,185.16754690863783,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Area 1,2020-10-21 00:00:00+00:00,44.0,4.0,0.012287876437712677,0.612226904665492,0.25610919316212805,148.8781768953584,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Area 1,2020-10-22 00:00:00+00:00,108.0,5.0,0.011837905140941594,0.612226904665492,0.24760486004006255,139.92856425089195,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Area 1,2020-10-23 00:00:00+00:00,48.0,1.0,0.011402452205491595,0.612226904665492,0.23622708049707733,126.92796316609133,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Area 1,2020-10-24 00:00:00+00:00,123.0,3.0,0.011154692417434579,0.612226904665492,0.2355181707761456,116.20271702237493,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Area 1,2020-10-25 00:00:00+00:00,117.0,2.0,0.010800814389810273,0.612226904665492,0.23058662546415643,105.10695827964847,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Area 1,2020-10-26 00:00:00+00:00,91.0,6.0,0.011219143016834602,0.612226904665492,0.22575220771268953,96.01313014432925,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Area 1,2020-10-27 00:00:00+00:00,23.0,0.0,0.011556752312551141,0.5008118910435955,0.22714290006683324,71.0134313660155,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-10-28 00:00:00+00:00,51.0,4.0,0.011496916133881046,0.5008118910435955,0.21691131220081925,62.83144017788817,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-10-29 00:00:00+00:00,37.0,3.0,0.011342023122838954,0.5008118910435955,0.21695924675227526,58.85905745801099,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-10-30 00:00:00+00:00,22.0,3.0,0.011607792193823834,0.5008118910435955,0.2150981670674631,49.99998591224938,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-10-31 00:00:00+00:00,73.0,2.0,0.011445012912459846,0.5008118910435955,0.22028292077755904,44.42416397706665,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-01 00:00:00+00:00,54.0,6.0,0.011348084391599044,0.5008118910435955,0.23157071922039452,37.90143769707185,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-02 00:00:00+00:00,26.0,2.0,0.010975086242945294,0.5008118910435955,0.2320132279813729,32.702994254839496,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-03 00:00:00+00:00,19.0,2.0,0.011073403809707585,0.5008118910435955,0.234450306624797,29.287186036595557,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-04 00:00:00+00:00,14.0,6.0,0.011331723314266452,0.5008118910435955,0.22648724471582354,25.28575381461459,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-05 00:00:00+00:00,31.0,0.0,0.011421012084730234,0.5008118910435955,0.2243462078396976,21.951635394862983,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-06 00:00:00+00:00,12.0,1.0,0.011655575686337167,0.5008118910435955,0.22042547551577002,19.62518823735196,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-07 00:00:00+00:00,8.0,3.0,0.011437582483745195,0.5008118910435955,0.21930685776837228,16.422193756565623,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-08 00:00:00+00:00,2.0,2.0,0.011652130427460763,0.5008118910435955,0.21493301227134134,18.856436066217512,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-09 00:00:00+00:00,5.0,0.0,0.011693473279954238,0.5008118910435955,0.2095870888379259,16.986351984653208,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-10 00:00:00+00:00,11.0,2.0,0.011217695484640793,0.5008118910435955,0.2175311767979208,11.48704575102041,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-11 00:00:00+00:00,11.0,1.0,0.01141320734784645,0.5008118910435955,0.22118006011938912,11.367063297877499,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-12 00:00:00+00:00,7.0,1.0,0.01155960315887272,0.5008118910435955,0.22671319449975522,10.378422913754136,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-13 00:00:00+00:00,0.0,1.0,0.011530197226309814,0.5008118910435955,0.22339649695762032,9.612539846521269,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-14 00:00:00+00:00,23.0,1.0,0.011640676380142718,0.5008118910435955,0.23071142481240048,9.241409851751882,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-15 00:00:00+00:00,9.0,0.0,0.01234871695479283,0.5008118910435955,0.22635973446066995,8.003152507088858,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-16 00:00:00+00:00,10.0,0.0,0.012157508021259216,0.5008118910435955,0.22671572533934414,7.461618763375734,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-17 00:00:00+00:00,6.0,2.0,0.01252123864833087,0.5008118910435955,0.23396410198950193,5.723226923086444,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-18 00:00:00+00:00,14.0,2.0,0.012550094746788282,0.5008118910435955,0.23128076671933592,5.462761835861193,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-19 00:00:00+00:00,10.0,3.0,0.01234939670888846,0.5008118910435955,0.2237050511928442,6.323244367139622,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-20 00:00:00+00:00,9.0,2.0,0.012113519574353396,0.5008118910435955,0.22832211987939097,5.373816320517293,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-21 00:00:00+00:00,3.0,1.0,0.01175517611965286,0.5008118910435955,0.23131383267652433,5.236031369418111,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-22 00:00:00+00:00,2.0,0.0,0.011679147169752182,0.5008118910435955,0.22104174356303308,4.46912317733628,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-23 00:00:00+00:00,4.0,0.0,0.01184852714053731,0.5008118910435955,0.22371872606829696,4.857143714541324,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-24 00:00:00+00:00,0.0,0.0,0.011822009830521162,0.5008118910435955,0.22090397534265224,2.9681367623574233,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-25 00:00:00+00:00,4.0,1.0,0.011924568454296802,0.5008118910435955,0.22796894583976746,5.2270959614074854,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-26 00:00:00+00:00,5.0,2.0,0.011733746642398955,0.5008118910435955,0.22878738579337632,3.8655952306403956,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-27 00:00:00+00:00,4.0,0.0,0.011935927031250591,0.5008118910435955,0.2380540351233545,3.3181589589434544,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-28 00:00:00+00:00,1.0,1.0,0.011589822667377273,0.5008118910435955,0.23805177058466162,2.9524948866907006,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-29 00:00:00+00:00,3.0,0.0,0.011518541514433482,0.5008118910435955,0.2304841197780057,2.6923640567632225,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-11-30 00:00:00+00:00,1.0,0.0,0.011819081801994862,0.5008118910435955,0.2365858508119729,5.910207778398149,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-12-01 00:00:00+00:00,1.0,0.0,0.01225768577868468,0.5008118910435955,0.22769047010107743,3.860505980853442,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-12-02 00:00:00+00:00,2.0,0.0,0.012212304964708652,0.5008118910435955,0.23131617714695754,2.995559720706624,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-12-03 00:00:00+00:00,1.0,0.0,0.012434306105306905,0.5008118910435955,0.23211548980507565,3.2168464720504444,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-12-04 00:00:00+00:00,0.0,0.0,0.012512247179091926,0.5008118910435955,0.23926707193314137,3.3485984991563758,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-12-05 00:00:00+00:00,2.0,0.0,0.01302147825341008,0.5008118910435955,0.23885498528163054,5.305659306338332,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-12-06 00:00:00+00:00,1.0,0.0,0.012752646588509603,0.5008118910435955,0.23574642635094617,6.167868813390583,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-12-07 00:00:00+00:00,0.0,0.0,0.013102284250083187,0.5008118910435955,0.2347078240702207,3.5665260882841956,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-12-08 00:00:00+00:00,1.0,0.0,0.013211204265102442,0.5008118910435955,0.23879900891018982,4.872674301606779,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-12-09 00:00:00+00:00,0.0,0.0,0.013252072054934222,0.5008118910435955,0.23152716460058984,4.38580068631601,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-12-10 00:00:00+00:00,1.0,0.0,0.013255461777067134,0.5008118910435955,0.23434023688167452,3.876292902082647,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-12-11 00:00:00+00:00,0.0,0.0,0.012966124217995041,0.5008118910435955,0.2320602244402268,4.421342994965071,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
Area 1,2020-12-12 00:00:00+00:00,1.0,0.0,0.012972995546235653,0.5008118910435955,0.23444820435289673,2.6501886352527255,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
