area,date,new_cases,new_deaths,IFR,R,AR,N,NPI 1,NPI 2,NPI 3,NPI 4,NPI 5,NPI 6,NPI 7,NPI 8,NPI 9,NPI 10
Area 1,2020-08-27 00:00:00+00:00,18.0,1.0,0.010000000339734671,1.75,0.1999999994458894,176.71153319032368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-08-28 00:00:00+00:00,18.0,0.0,0.010000000419576655,1.75,0.19999999938997842,198.49856534642404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-08-29 00:00:00+00:00,5.0,0.0,0.010000000497698931,1.75,0.19999999939476742,222.97173856938508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-08-30 00:00:00+00:00,14.0,2.0,0.010000000463796484,1.75,0.19999999950400224,250.4622523529314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-08-31 00:00:00+00:00,27.0,0.0,0.01000000031791235,1.75,0.19999999946744051,281.3421291092598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-01 00:00:00+00:00,36.0,0.0,0.010000000309438803,1.75,0.19999999964328688,316.02923503098555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-02 00:00:00+00:00,15.0,4.0,0.010000000369324991,1.75,0.19999999964453424,354.9929648421258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-03 00:00:00+00:00,25.0,0.0,0.010000000439870272,1.75,0.19999999978265243,398.76059005304927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-04 00:00:00+00:00,92.0,3.0,0.010000000525676287,1.75,0.19999999962373688,447.9243930485942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area 1,2020-09-05 00:00:00+00:00,34.0,2.0,0.010000000421585711,1.4813430184599277,0.1999999995618181,425.9070063149617,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Area 1,2020-09-06 00:00:00+00:00,33.0,0.0,0.010000000499008024,1.4813430184599277,0.19999999978213281,477.1179577099093,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Area 1,2020-09-07 00:00:00+00:00,40.0,3.0,0.010000000518396364,1.4813430184599277,0.19999999998199802,527.4127869719331,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Area 1,2020-09-08 00:00:00+00:00,46.0,0.0,0.010000000632178362,1.4813430184599277,0.19999999993769682,573.9123261101646,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Area 1,2020-09-09 00:00:00+00:00,42.0,1.0,0.010000000478613862,1.4813430184599277,0.199999999923354,620.090469241805,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Area 1,2020-09-10 00:00:00+00:00,109.0,2.0,0.010000000389593667,1.4813430184599277,0.20000000003724144,670.2647067520355,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Area 1,2020-09-11 00:00:00+00:00,140.0,2.0,0.010000000350723659,1.4813430184599277,0.20000000003959598,726.023907075248,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Area 1,2020-09-12 00:00:00+00:00,113.0,0.0,0.010000000336297667,1.4327788177082357,0.20000000004166285,761.3839097445481,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Area 1,2020-09-13 00:00:00+00:00,131.0,0.0,0.010000000288931294,0.9929739204462903,0.20000000025557366,571.7703259201808,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Area 1,2020-09-14 00:00:00+00:00,46.0,2.0,0.010000000176968777,0.9929739204462903,0.2000000001369168,614.9209286365195,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Area 1,2020-09-15 00:00:00+00:00,26.0,1.0,0.010000000004570153,0.9929739204462903,0.2000000002166082,643.5055312546151,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Area 1,2020-09-16 00:00:00+00:00,90.0,3.0,0.01000000000818038,0.9929739204462903,0.20000000025160783,651.434416073538,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Area 1,2020-09-17 00:00:00+00:00,57.0,2.0,0.00999999992514951,0.9929739204462903,0.200000000212996,647.5387902010233,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Area 1,2020-09-18 00:00:00+00:00,127.0,3.0,0.009999999888894388,0.9929739204462903,0.20000000011701902,642.3084243633202,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Area 1,2020-09-19 00:00:00+00:00,207.0,3.0,0.009999999878573704,0.9929739204462903,0.20000000014018177,639.7102596720225,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Area 1,2020-09-20 00:00:00+00:00,131.0,1.0,0.009999999751580377,0.9929739204462903,0.20000000013686667,639.115873792418,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Area 1,2020-09-21 00:00:00+00:00,124.0,2.0,0.009999999763188175,0.9929739204462903,0.2000000001743999,638.8754739956008,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Area 1,2020-09-22 00:00:00+00:00,101.0,1.0,0.009999999674103732,0.9929739204462903,0.2000000001209154,638.2981891099872,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Area 1,2020-09-23 00:00:00+00:00,180.0,2.0,0.009999999606076108,0.9929739204462903,0.2000000002292215,637.4135256179958,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Area 1,2020-09-24 00:00:00+00:00,41.0,2.0,0.00999999963804807,0.8129782855459726,0.20000000015605454,521.0566779185983,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Area 1,2020-09-25 00:00:00+00:00,105.0,4.0,0.00999999961896171,0.8129782855459726,0.20000000015504013,519.2195418664913,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Area 1,2020-09-26 00:00:00+00:00,91.0,2.0,0.00999999956903227,0.7605468648356446,0.20000000016890554,478.52008470226764,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Area 1,2020-09-27 00:00:00+00:00,152.0,1.0,0.009999999621506139,0.7605468648356446,0.2000000000362935,463.47576688068426,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Area 1,2020-09-28 00:00:00+00:00,126.0,3.0,0.009999999670993992,0.7605468648356446,0.20000000003401974,442.6733060120696,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Area 1,2020-09-29 00:00:00+00:00,154.0,5.0,0.00999999982068625,0.5825243963945342,0.19999999999232607,321.41169999007167,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-09-30 00:00:00+00:00,97.0,5.0,0.009999999920219427,0.5825243963945342,0.19999999984395953,303.4917295901916,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-01 00:00:00+00:00,151.0,1.0,0.009999999932338167,0.5825243963945342,0.19999999983712624,283.2415149160389,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-02 00:00:00+00:00,69.0,4.0,0.00999999982209713,0.5825243963945342,0.19999999997759615,259.4687308721083,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-03 00:00:00+00:00,156.0,10.0,0.009999999913136234,0.5825243963945342,0.20000000003498125,234.42311785490057,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-04 00:00:00+00:00,237.0,6.0,0.010000000093125688,0.5825243963945342,0.2000000001071753,210.81402290100277,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-05 00:00:00+00:00,118.0,3.0,0.010000000041973718,0.5825243963945342,0.20000000021947872,189.78770298850503,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-06 00:00:00+00:00,31.0,3.0,0.010000000134074462,0.5825243963945342,0.20000000016856462,171.27397105960765,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-07 00:00:00+00:00,53.0,5.0,0.010000000207935773,0.5825243963945342,0.20000000016907735,154.7586860352155,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-08 00:00:00+00:00,75.0,3.0,0.010000000160198384,0.5825243963945342,0.20000000043332286,139.86002024729132,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-09 00:00:00+00:00,91.0,4.0,0.010000000033293084,0.5825243963945342,0.20000000035174706,126.3572159970048,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-10 00:00:00+00:00,161.0,2.0,0.00999999985446557,0.5825243963945342,0.2000000003635571,114.12070787019489,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-11 00:00:00+00:00,57.0,4.0,0.009999999859020208,0.5825243963945342,0.20000000020253422,103.06056810889943,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-12 00:00:00+00:00,12.0,10.0,0.010000000042690088,0.5825243963945342,0.200000000250651,93.07492384902689,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-13 00:00:00+00:00,34.0,13.0,0.010000000032761332,0.5825243963945342,0.20000000025300546,84.062017084693,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-14 00:00:00+00:00,33.0,8.0,0.009999999964480581,0.5825243963945342,0.20000000021571585,75.92392638905478,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-15 00:00:00+00:00,41.0,5.0,0.009999999809623761,0.5825243963945342,0.20000000014657915,68.57373451798611,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-16 00:00:00+00:00,93.0,2.0,0.009999999832303525,0.5825243963945342,0.2000000001213794,61.93419406162069,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-17 00:00:00+00:00,45.0,4.0,0.010000000013464388,0.5825243963945342,0.20000000021522613,55.93748212378716,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-18 00:00:00+00:00,28.0,4.0,0.010000000020185426,0.5825243963945342,0.20000000024847522,50.52134443151284,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-19 00:00:00+00:00,38.0,2.0,0.009999999988801805,0.5825243963945342,0.20000000026877013,45.62955466446979,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-20 00:00:00+00:00,93.0,4.0,0.01000000007879726,0.5825243963945342,0.20000000033147836,41.211513037248885,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-21 00:00:00+00:00,23.0,6.0,0.010000000138560585,0.5825243963945342,0.20000000010035174,37.22124120749324,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-22 00:00:00+00:00,14.0,1.0,0.010000000005604895,0.5825243963945342,0.20000000005591967,33.61734230855692,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-23 00:00:00+00:00,20.0,4.0,0.010000000083939224,0.5825243963945342,0.20000000003876894,30.36237538279708,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-24 00:00:00+00:00,21.0,5.0,0.009999999949470708,0.5825243963945342,0.20000000013763947,27.42256310037372,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-25 00:00:00+00:00,29.0,1.0,0.009999999835001144,0.5825243963945342,0.19999999996889406,24.767392012952186,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-26 00:00:00+00:00,5.0,2.0,0.00999999974080402,0.5825243963945342,0.19999999984572778,22.36931064431544,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-27 00:00:00+00:00,13.0,3.0,0.009999999729070657,0.5825243963945342,0.19999999964126433,20.203421324156405,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-28 00:00:00+00:00,5.0,4.0,0.009999999755804791,0.5825243963945342,0.19999999968908355,18.24724214589988,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-29 00:00:00+00:00,7.0,5.0,0.0099999998485893,0.5825243963945342,0.19999999954799338,16.480468167129523,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-30 00:00:00+00:00,14.0,2.0,0.009999999913572338,0.5825243963945342,0.19999999960992687,14.884760559608447,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-10-31 00:00:00+00:00,2.0,1.0,0.009999999921035566,0.5825243963945342,0.19999999955229125,13.44355604634621,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-01 00:00:00+00:00,3.0,0.0,0.010000000008278394,0.5825243963945342,0.19999999942780894,12.14189498370833,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-02 00:00:00+00:00,7.0,2.0,0.009999999861006852,0.5825243963945342,0.19999999939196397,10.966266171778143,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-03 00:00:00+00:00,3.0,1.0,0.009999999909048313,0.5825243963945342,0.19999999933628027,9.904466631578591,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-04 00:00:00+00:00,8.0,0.0,0.009999999897333866,0.5825243963945342,0.19999999919628542,8.945474938580853,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-05 00:00:00+00:00,3.0,1.0,0.009999999989767302,0.5825243963945342,0.19999999930665924,8.079336810454476,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-06 00:00:00+00:00,8.0,1.0,0.00999999996076721,0.5825243963945342,0.19999999928153567,7.297061782932165,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-07 00:00:00+00:00,5.0,1.0,0.009999999917172523,0.5825243963945342,0.19999999930161313,6.590529881371754,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-08 00:00:00+00:00,7.0,1.0,0.010000000051917923,0.5825243963945342,0.1999999993901101,5.9524073405489535,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-09 00:00:00+00:00,1.0,0.0,0.010000000181796738,0.5825243963945342,0.19999999947682512,5.376070480850814,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-10 00:00:00+00:00,4.0,0.0,0.010000000109862264,0.5825243963945342,0.19999999957664835,4.855536954944564,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-11 00:00:00+00:00,1.0,0.0,0.010000000139746345,0.5825243963945342,0.19999999988780065,4.385403652089896,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-12 00:00:00+00:00,2.0,0.0,0.01000000028688919,0.5825243963945342,0.19999999994042844,3.9607906129235393,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-13 00:00:00+00:00,8.0,0.0,0.010000000091960573,0.5825243963945342,0.20000000010781213,3.5772903760422827,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-14 00:00:00+00:00,7.0,1.0,0.01000000011940543,0.5825243963945342,0.2000000000951113,3.230922228830695,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-15 00:00:00+00:00,2.0,0.0,0.009999999894853654,0.5825243963945342,0.20000000015435254,2.9180908875081326,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-16 00:00:00+00:00,0.0,1.0,0.009999999907866965,0.5825243963945342,0.20000000021631986,2.635549178959234,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-17 00:00:00+00:00,2.0,0.0,0.009999999968721229,0.5825243963945342,0.20000000031115356,2.3803643349909,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-18 00:00:00+00:00,4.0,0.0,0.00999999994948968,0.5825243963945342,0.2000000003202275,2.149887550064787,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-19 00:00:00+00:00,1.0,0.0,0.010000000029910796,0.5825243963945342,0.20000000022533918,1.9417264869473831,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-20 00:00:00+00:00,0.0,0.0,0.010000000136442012,0.5825243963945342,0.2000000001808633,1.7537204445813406,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-21 00:00:00+00:00,1.0,0.0,0.010000000094982843,0.5825243963945342,0.19999999996841414,1.5839179300826693,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-22 00:00:00+00:00,1.0,0.0,0.010000000129968004,0.5825243963945342,0.19999999991578174,1.4305564017658934,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-23 00:00:00+00:00,2.0,0.0,0.010000000337823122,0.5825243963945342,0.1999999998932759,1.2920439753186526,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-24 00:00:00+00:00,1.0,0.0,0.010000000407105294,0.5825243963945342,0.1999999999129451,1.1669428986838903,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-25 00:00:00+00:00,0.0,0.0,0.01000000042739642,0.5825243963945342,0.19999999996860546,1.0539546288853026,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-26 00:00:00+00:00,2.0,0.0,0.01000000039662871,0.5825243963945342,0.1999999999084933,0.951906353747346,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-27 00:00:00+00:00,0.0,0.0,0.010000000287534788,0.5825243963945342,0.19999999988523592,0.8597388175697931,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-28 00:00:00+00:00,0.0,0.0,0.01000000039837124,0.5825243963945342,0.20000000003038107,0.776495325943286,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-29 00:00:00+00:00,1.0,0.0,0.010000000494656549,0.5825243963945342,0.19999999996552875,0.7013118158293681,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-11-30 00:00:00+00:00,0.0,0.0,0.010000000597778303,0.5825243963945342,0.19999999996972567,0.6334078860755498,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-12-01 00:00:00+00:00,1.0,0.0,0.010000000463301469,0.5825243963945342,0.2000000000555469,0.5720786975656666,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-12-02 00:00:00+00:00,0.0,0.0,0.010000000443276147,0.5825243963945342,0.20000000007635974,0.5166876562805277,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-12-03 00:00:00+00:00,0.0,0.0,0.010000000533171138,0.5825243963945342,0.20000000017385575,0.46665980643623306,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-12-04 00:00:00+00:00,1.0,0.0,0.010000000436860883,0.5825243963945342,0.2000000002554939,0.4214758611334978,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-12-05 00:00:00+00:00,0.0,0.0,0.010000000428939433,0.5825243963945342,0.20000000016076985,0.38066681348376014,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-12-06 00:00:00+00:00,0.0,0.0,0.01000000025215172,0.5825243963945342,0.20000000016626188,0.3438090679780633,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-12-07 00:00:00+00:00,0.0,0.0,0.010000000322526436,0.5825243963945342,0.20000000033417326,0.31052004252812887,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-12-08 00:00:00+00:00,0.0,0.0,0.010000000250963032,0.5825243963945342,0.20000000022053127,0.28045419937566557,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-12-09 00:00:00+00:00,0.0,0.0,0.010000000259490004,0.5825243963945342,0.200000000320041,0.2532994561608567,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-12-10 00:00:00+00:00,0.0,0.0,0.0100000003260322,0.5825243963945342,0.20000000019169537,0.22877394820600752,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
Area 1,2020-12-11 00:00:00+00:00,0.0,0.0,0.010000000299846603,0.5825243963945342,0.2000000000966623,0.20662310222692035,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
