datum,kraj_nuts_kod,okres_lau_kod,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti
2020-08-29,CZ052,CZ0522,70,46,2
2020-08-29,CZ052,CZ0523,146,109,0
2020-08-29,CZ052,CZ0524,75,57,1
2020-08-29,CZ052,CZ0525,59,48,1
2020-08-29,CZ053,CZ0531,194,143,1
2020-08-29,CZ053,CZ0532,310,224,5
2020-08-29,CZ053,CZ0533,100,82,3
2020-08-29,CZ053,CZ0534,132,100,3
2020-08-29,CZ063,CZ0631,196,147,6
2020-08-29,CZ063,CZ0632,217,169,8
2020-08-29,CZ063,CZ0633,56,38,0
2020-08-29,CZ063,CZ0634,121,64,1
2020-08-29,CZ063,CZ0635,130,79,0
2020-08-29,CZ064,CZ0641,84,48,0
2020-08-29,CZ064,CZ0642,702,548,6
2020-08-29,CZ064,CZ0643,227,151,3
2020-08-29,CZ064,CZ0644,201,174,15
2020-08-29,CZ064,CZ0645,200,93,3
2020-08-29,CZ064,CZ0646,102,68,0
2020-08-29,CZ064,CZ0647,149,142,0
2020-08-29,CZ071,CZ0711,12,10,0
2020-08-29,CZ071,CZ0712,844,754,25
2020-08-29,CZ071,CZ0713,185,140,0
2020-08-29,CZ071,CZ0714,131,111,1
2020-08-29,CZ071,CZ0715,93,74,0
2020-08-29,CZ072,CZ0721,83,66,0
2020-08-29,CZ072,CZ0722,359,263,3
2020-08-29,CZ072,CZ0723,94,85,0
2020-08-29,CZ072,CZ0724,270,219,2
2020-08-29,CZ080,CZ0801,41,41,1
2020-08-29,CZ080,CZ0802,1201,1104,17
2020-08-29,CZ080,CZ0803,2442,2435,20
2020-08-29,CZ080,CZ0804,264,211,7
2020-08-29,CZ080,CZ0805,398,307,10
2020-08-29,CZ080,CZ0806,997,884,39
2020-08-29,,,10,439,0
2020-08-30,CZ010,CZ0100,5216,4288,121
2020-08-30,CZ020,CZ020A,430,374,5
2020-08-30,CZ020,CZ020B,175,109,2
2020-08-30,CZ020,CZ020C,48,39,0
2020-08-30,CZ020,CZ0201,162,139,1
2020-08-30,CZ020,CZ0202,197,161,1
2020-08-30,CZ020,CZ0203,289,224,6
2020-08-30,CZ020,CZ0204,229,150,1
2020-08-30,CZ020,CZ0205,132,112,2
2020-08-30,CZ020,CZ0206,255,209,2
2020-08-30,CZ020,CZ0207,181,127,2
2020-08-30,CZ020,CZ0208,195,157,2
2020-08-30,CZ020,CZ0209,511,446,4
2020-08-30,CZ031,CZ0311,165,90,0
2020-08-30,CZ031,CZ0312,47,38,0
2020-08-30,CZ031,CZ0313,67,48,0
2020-08-30,CZ031,CZ0314,64,45,0
2020-08-30,CZ031,CZ0315,113,97,5
2020-08-30,CZ031,CZ0316,98,64,1
2020-08-30,CZ031,CZ0317,98,70,0
2020-08-30,CZ032,CZ0321,365,359,8
2020-08-30,CZ032,CZ0322,173,153,3
2020-08-30,CZ032,CZ0323,279,193,3
2020-08-30,CZ032,CZ0324,68,48,6
2020-08-30,CZ032,CZ0325,100,53,0
2020-08-30,CZ032,CZ0326,32,23,0
2020-08-30,CZ032,CZ0327,64,57,2
2020-08-30,CZ041,CZ0411,358,301,35
2020-08-30,CZ041,CZ0412,130,100,3
2020-08-30,CZ041,CZ0413,85,80,0
2020-08-30,CZ042,CZ0421,84,60,0
2020-08-30,CZ042,CZ0422,87,63,1
2020-08-30,CZ042,CZ0423,350,322,11
2020-08-30,CZ042,CZ0424,69,51,3
2020-08-30,CZ042,CZ0425,73,80,6
2020-08-30,CZ042,CZ0426,109,85,1
2020-08-30,CZ042,CZ0427,138,119,0
2020-08-30,CZ051,CZ0511,53,44,0
2020-08-30,CZ051,CZ0512,164,145,2
2020-08-30,CZ051,CZ0513,261,208,2
2020-08-30,CZ051,CZ0514,97,71,1
2020-08-30,CZ052,CZ0521,212,162,1
2020-08-30,CZ052,CZ0522,71,46,2
2020-08-30,CZ052,CZ0523,146,109,0
2020-08-30,CZ052,CZ0524,76,58,1
2020-08-30,CZ052,CZ0525,59,48,1
2020-08-30,CZ053,CZ0531,194,143,1
2020-08-30,CZ053,CZ0532,310,224,5
2020-08-30,CZ053,CZ0533,100,82,3
2020-08-30,CZ053,CZ0534,132,100,3
2020-08-30,CZ063,CZ0631,196,148,6
2020-08-30,CZ063,CZ0632,218,169,8
2020-08-30,CZ063,CZ0633,56,38,0
2020-08-30,CZ063,CZ0634,121,64,1
2020-08-30,CZ063,CZ0635,131,82,0
2020-08-30,CZ064,CZ0641,86,49,0
2020-08-30,CZ064,CZ0642,706,549,6
2020-08-30,CZ064,CZ0643,228,154,3
2020-08-30,CZ064,CZ0644,201,174,15
2020-08-30,CZ064,CZ0645,210,94,3
2020-08-30,CZ064,CZ0646,103,68,0
2020-08-30,CZ064,CZ0647,150,142,0
2020-08-30,CZ071,CZ0711,12,10,0
2020-08-30,CZ071,CZ0712,847,754,25
2020-08-30,CZ071,CZ0713,186,140,0
2020-08-30,CZ071,CZ0714,131,111,1
2020-08-30,CZ071,CZ0715,93,74,0
2020-08-30,CZ072,CZ0721,83,67,0
2020-08-30,CZ072,CZ0722,361,266,3
2020-08-30,CZ072,CZ0723,95,85,0
2020-08-30,CZ072,CZ0724,270,221,2
2020-08-30,CZ080,CZ0801,42,41,1
2020-08-30,CZ080,CZ0802,1204,1104,17
2020-08-30,CZ080,CZ0803,2447,2437,20
2020-08-30,CZ080,CZ0804,266,212,7
2020-08-30,CZ080,CZ0805,401,310,10
2020-08-30,CZ080,CZ0806,1002,888,39
2020-08-30,,,10,442,0
2020-08-31,CZ010,CZ0100,5269,4363,122
2020-08-31,CZ020,CZ020A,434,382,5
2020-08-31,CZ020,CZ020B,177,117,2
2020-08-31,CZ020,CZ020C,49,40,0
2020-08-31,CZ020,CZ0201,164,143,1
2020-08-31,CZ020,CZ0202,199,163,1
2020-08-31,CZ020,CZ0203,298,227,6
2020-08-31,CZ020,CZ0204,230,159,1
2020-08-31,CZ020,CZ0205,132,112,2
2020-08-31,CZ020,CZ0206,258,210,2
2020-08-31,CZ020,CZ0207,181,135,2
2020-08-31,CZ020,CZ0208,196,157,2
2020-08-31,CZ020,CZ0209,516,453,4
2020-08-31,CZ031,CZ0311,171,92,0
2020-08-31,CZ031,CZ0312,50,39,0
2020-08-31,CZ031,CZ0313,68,48,0
2020-08-31,CZ031,CZ0314,64,49,0
2020-08-31,CZ031,CZ0315,113,97,5
2020-08-31,CZ031,CZ0316,98,65,1
2020-08-31,CZ031,CZ0317,100,74,0
2020-08-31,CZ032,CZ0321,366,359,8
2020-08-31,CZ032,CZ0322,173,156,3
2020-08-31,CZ032,CZ0323,286,200,3
2020-08-31,CZ032,CZ0324,69,48,6
2020-08-31,CZ032,CZ0325,104,60,0
2020-08-31,CZ032,CZ0326,32,24,0
2020-08-31,CZ032,CZ0327,64,57,2
2020-08-31,CZ041,CZ0411,358,301,35
2020-08-31,CZ041,CZ0412,130,101,3
2020-08-31,CZ041,CZ0413,85,80,0
2020-08-31,CZ042,CZ0421,84,60,0
2020-08-31,CZ042,CZ0422,87,64,1
2020-08-31,CZ042,CZ0423,350,322,11
2020-08-31,CZ042,CZ0424,70,51,3
2020-08-31,CZ042,CZ0425,73,80,6
2020-08-31,CZ042,CZ0426,109,87,1
2020-08-31,CZ042,CZ0427,138,120,0
2020-08-31,CZ051,CZ0511,54,45,0
2020-08-31,CZ051,CZ0512,169,147,2
2020-08-31,CZ051,CZ0513,271,213,2
2020-08-31,CZ051,CZ0514,98,72,1
2020-08-31,CZ052,CZ0521,221,164,1
2020-08-31,CZ052,CZ0522,71,48,2
2020-08-31,CZ052,CZ0523,147,109,0
2020-08-31,CZ052,CZ0524,76,59,1
2020-08-31,CZ052,CZ0525,60,49,1
2020-08-31,CZ053,CZ0531,194,149,1
2020-08-31,CZ053,CZ0532,313,225,5
2020-08-31,CZ053,CZ0533,106,83,3
2020-08-31,CZ053,CZ0534,133,100,3
2020-08-31,CZ063,CZ0631,196,157,6
2020-08-31,CZ063,CZ0632,219,173,8
2020-08-31,CZ063,CZ0633,57,38,0
2020-08-31,CZ063,CZ0634,135,72,1
2020-08-31,CZ063,CZ0635,133,84,0
2020-08-31,CZ064,CZ0641,86,49,0
2020-08-31,CZ064,CZ0642,716,565,6
2020-08-31,CZ064,CZ0643,230,159,3
2020-08-31,CZ064,CZ0644,203,177,15
2020-08-31,CZ064,CZ0645,227,102,3
2020-08-31,CZ064,CZ0646,104,69,0
2020-08-31,CZ064,CZ0647,151,144,0
2020-08-31,CZ071,CZ0711,12,10,0
2020-08-31,CZ071,CZ0712,856,764,25
2020-08-31,CZ071,CZ0713,188,145,0
2020-08-31,CZ071,CZ0714,131,115,1
2020-08-31,CZ071,CZ0715,94,77,0
2020-08-31,CZ072,CZ0721,84,69,0
2020-08-31,CZ072,CZ0722,361,285,3
2020-08-31,CZ072,CZ0723,95,88,0
2020-08-31,CZ072,CZ0724,275,226,2
2020-08-31,CZ080,CZ0801,42,41,1
2020-08-31,CZ080,CZ0802,1217,1120,17
2020-08-31,CZ080,CZ0803,2449,2440,20
2020-08-31,CZ080,CZ0804,268,212,7
2020-08-31,CZ080,CZ0805,402,320,10
2020-08-31,CZ080,CZ0806,1005,891,39
2020-08-31,,,10,446,0
2020-09-01,CZ010,CZ0100,5385,4449,122
2020-09-01,CZ020,CZ020A,445,384,5
2020-09-01,CZ020,CZ020B,185,122,2
2020-09-01,CZ020,CZ020C,50,41,0
2020-09-01,CZ020,CZ0201,170,147,1
2020-09-01,CZ020,CZ0202,202,164,1
2020-09-01,CZ020,CZ0203,310,231,6
2020-09-01,CZ020,CZ0204,244,168,1
2020-09-01,CZ020,CZ0205,134,117,2
2020-09-01,CZ020,CZ0206,265,218,2
2020-09-01,CZ020,CZ0207,181,136,2
2020-09-01,CZ020,CZ0208,198,158,2
2020-09-01,CZ020,CZ0209,528,460,4
2020-09-01,CZ031,CZ0311,178,95,0
2020-09-01,CZ031,CZ0312,52,39,0
2020-09-01,CZ031,CZ0313,72,48,0
2020-09-01,CZ031,CZ0314,65,50,0
2020-09-01,CZ031,CZ0315,117,97,5
2020-09-01,CZ031,CZ0316,101,65,1
2020-09-01,CZ031,CZ0317,111,79,0
2020-09-01,CZ032,CZ0321,366,359,8
2020-09-01,CZ032,CZ0322,175,159,3
2020-09-01,CZ032,CZ0323,303,206,3
2020-09-01,CZ032,CZ0324,72,48,6
2020-09-01,CZ032,CZ0325,110,61,0
2020-09-01,CZ032,CZ0326,36,25,0
2020-09-01,CZ032,CZ0327,64,57,2
2020-09-01,CZ041,CZ0411,364,302,35
2020-09-01,CZ041,CZ0412,136,103,3
2020-09-01,CZ041,CZ0413,85,80,0
2020-09-01,CZ042,CZ0421,86,60,0
2020-09-01,CZ042,CZ0422,87,65,1
2020-09-01,CZ042,CZ0423,352,324,11
2020-09-01,CZ042,CZ0424,70,51,3
2020-09-01,CZ042,CZ0425,73,83,6
2020-09-01,CZ042,CZ0426,112,87,1
2020-09-01,CZ042,CZ0427,142,123,0
2020-09-01,CZ051,CZ0511,57,46,0
2020-09-01,CZ051,CZ0512,171,147,3
2020-09-01,CZ051,CZ0513,280,217,2
2020-09-01,CZ051,CZ0514,100,74,1
2020-09-01,CZ052,CZ0521,231,169,1
2020-09-01,CZ052,CZ0522,75,50,2
2020-09-01,CZ052,CZ0523,152,110,0
2020-09-01,CZ052,CZ0524,76,62,1
2020-09-01,CZ052,CZ0525,61,49,1
2020-09-01,CZ053,CZ0531,197,151,1
2020-09-01,CZ053,CZ0532,325,238,5
2020-09-01,CZ053,CZ0533,115,85,3
2020-09-01,CZ053,CZ0534,136,101,3
2020-09-01,CZ063,CZ0631,196,165,6
2020-09-01,CZ063,CZ0632,222,174,8
2020-09-01,CZ063,CZ0633,58,40,0
2020-09-01,CZ063,CZ0634,150,76,1
2020-09-01,CZ063,CZ0635,143,84,0
2020-09-01,CZ064,CZ0641,91,50,0
2020-09-01,CZ064,CZ0642,730,575,6
2020-09-01,CZ064,CZ0643,237,163,3
2020-09-01,CZ064,CZ0644,207,178,15
2020-09-01,CZ064,CZ0645,251,112,3
2020-09-01,CZ064,CZ0646,107,75,0
2020-09-01,CZ064,CZ0647,152,146,0
2020-09-01,CZ071,CZ0711,12,10,0
2020-09-01,CZ071,CZ0712,862,769,25
2020-09-01,CZ071,CZ0713,189,146,0
2020-09-01,CZ071,CZ0714,131,115,1
2020-09-01,CZ071,CZ0715,94,78,0
2020-09-01,CZ072,CZ0721,84,70,0
2020-09-01,CZ072,CZ0722,375,288,3
2020-09-01,CZ072,CZ0723,95,88,0
2020-09-01,CZ072,CZ0724,279,228,2
2020-09-01,CZ080,CZ0801,42,41,1
2020-09-01,CZ080,CZ0802,1223,1121,17
2020-09-01,CZ080,CZ0803,2452,2443,20
2020-09-01,CZ080,CZ0804,274,213,7
2020-09-01,CZ080,CZ0805,405,329,10
2020-09-01,CZ080,CZ0806,1009,893,39
2020-09-01,,,10,446,0
2020-09-02,CZ010,CZ0100,5524,4542,122
2020-09-02,CZ020,CZ020A,454,384,5
2020-09-02,CZ020,CZ020B,195,128,2
2020-09-02,CZ020,CZ020C,51,41,0
2020-09-02,CZ020,CZ0201,175,151,1
2020-09-02,CZ020,CZ0202,218,165,1
2020-09-02,CZ020,CZ0203,321,234,6
2020-09-02,CZ020,CZ0204,248,181,1
2020-09-02,CZ020,CZ0205,138,117,2
2020-09-02,CZ020,CZ0206,268,219,2
2020-09-02,CZ020,CZ0207,186,141,2
2020-09-02,CZ020,CZ0208,203,162,2
2020-09-02,CZ020,CZ0209,541,461,4
2020-09-02,CZ031,CZ0311,192,99,0
2020-09-02,CZ031,CZ0312,56,39,0
2020-09-02,CZ031,CZ0313,74,55,0
2020-09-02,CZ031,CZ0314,68,50,0
2020-09-02,CZ031,CZ0315,122,97,5
2020-09-02,CZ031,CZ0316,103,70,1
2020-09-02,CZ031,CZ0317,125,79,0
2020-09-02,CZ032,CZ0321,367,359,8
2020-09-02,CZ032,CZ0322,177,160,3
2020-09-02,CZ032,CZ0323,326,211,3
2020-09-02,CZ032,CZ0324,75,48,6
2020-09-02,CZ032,CZ0325,112,61,0
2020-09-02,CZ032,CZ0326,41,25,0
2020-09-02,CZ032,CZ0327,64,57,2
2020-09-02,CZ041,CZ0411,376,302,35
2020-09-02,CZ041,CZ0412,142,105,3
2020-09-02,CZ041,CZ0413,91,81,0
2020-09-02,CZ042,CZ0421,91,61,0
2020-09-02,CZ042,CZ0422,88,65,1
2020-09-02,CZ042,CZ0423,359,330,11
2020-09-02,CZ042,CZ0424,75,53,3
2020-09-02,CZ042,CZ0425,80,83,6
2020-09-02,CZ042,CZ0426,113,87,1
2020-09-02,CZ042,CZ0427,145,127,0
2020-09-02,CZ051,CZ0511,61,46,0
2020-09-02,CZ051,CZ0512,177,147,3
2020-09-02,CZ051,CZ0513,288,221,2
2020-09-02,CZ051,CZ0514,105,75,1
2020-09-02,CZ052,CZ0521,235,171,1
2020-09-02,CZ052,CZ0522,75,51,2
2020-09-02,CZ052,CZ0523,162,116,0
2020-09-02,CZ052,CZ0524,79,63,1
2020-09-02,CZ052,CZ0525,64,50,1
2020-09-02,CZ053,CZ0531,200,153,1
2020-09-02,CZ053,CZ0532,330,244,5
2020-09-02,CZ053,CZ0533,144,85,3
2020-09-02,CZ053,CZ0534,140,106,3
2020-09-02,CZ063,CZ0631,200,165,6
2020-09-02,CZ063,CZ0632,226,178,8
2020-09-02,CZ063,CZ0633,59,40,0
2020-09-02,CZ063,CZ0634,159,80,1
2020-09-02,CZ063,CZ0635,150,85,0
2020-09-02,CZ064,CZ0641,100,50,0
2020-09-02,CZ064,CZ0642,758,604,6
2020-09-02,CZ064,CZ0643,249,172,3
2020-09-02,CZ064,CZ0644,209,180,15
2020-09-02,CZ064,CZ0645,265,121,3
2020-09-02,CZ064,CZ0646,116,78,0
2020-09-02,CZ064,CZ0647,156,150,0
2020-09-02,CZ071,CZ0711,14,10,0
2020-09-02,CZ071,CZ0712,870,777,25
2020-09-02,CZ071,CZ0713,197,147,0
2020-09-02,CZ071,CZ0714,134,116,1
2020-09-02,CZ071,CZ0715,94,78,0
2020-09-02,CZ072,CZ0721,85,70,0
2020-09-02,CZ072,CZ0722,381,299,3
2020-09-02,CZ072,CZ0723,97,88,0
2020-09-02,CZ072,CZ0724,283,230,2
2020-09-02,CZ080,CZ0801,42,41,1
2020-09-02,CZ080,CZ0802,1231,1135,17
2020-09-02,CZ080,CZ0803,2464,2453,20
2020-09-02,CZ080,CZ0804,277,217,7
2020-09-02,CZ080,CZ0805,412,337,10
2020-09-02,CZ080,CZ0806,1016,896,39
2020-09-02,,,10,449,0
2020-09-03,CZ010,CZ0100,5703,4630,123
2020-09-03,CZ020,CZ020A,462,400,5
2020-09-03,CZ020,CZ020B,209,140,3
2020-09-03,CZ020,CZ020C,54,41,0
2020-09-03,CZ020,CZ0201,178,152,1
2020-09-03,CZ020,CZ0202,225,165,1
2020-09-03,CZ020,CZ0203,335,237,6
2020-09-03,CZ020,CZ0204,263,186,1
2020-09-03,CZ020,CZ0205,143,119,2
2020-09-03,CZ020,CZ0206,275,222,2
2020-09-03,CZ020,CZ0207,193,147,2
2020-09-03,CZ020,CZ0208,205,164,2
2020-09-03,CZ020,CZ0209,555,465,4
2020-09-03,CZ031,CZ0311,202,105,0
2020-09-03,CZ031,CZ0312,62,41,0
2020-09-03,CZ031,CZ0313,75,55,0
2020-09-03,CZ031,CZ0314,70,51,0
2020-09-03,CZ031,CZ0315,122,97,5
2020-09-03,CZ031,CZ0316,106,70,1
2020-09-03,CZ031,CZ0317,137,86,0
2020-09-03,CZ032,CZ0321,368,359,8
2020-09-03,CZ032,CZ0322,179,163,3
2020-09-03,CZ032,CZ0323,339,221,3
2020-09-03,CZ032,CZ0324,77,50,6
2020-09-03,CZ032,CZ0325,114,76,0
2020-09-03,CZ032,CZ0326,45,25,0
2020-09-03,CZ032,CZ0327,64,57,2
2020-09-03,CZ041,CZ0411,383,302,35
2020-09-03,CZ041,CZ0412,148,106,3
2020-09-03,CZ041,CZ0413,91,81,0
2020-09-03,CZ042,CZ0421,104,62,0
2020-09-03,CZ042,CZ0422,90,67,1
2020-09-03,CZ042,CZ0423,360,331,11
2020-09-03,CZ042,CZ0424,81,53,3
2020-09-03,CZ042,CZ0425,81,83,6
2020-09-03,CZ042,CZ0426,117,88,1
2020-09-03,CZ042,CZ0427,150,128,0
2020-09-03,CZ051,CZ0511,62,46,0
2020-09-03,CZ051,CZ0512,182,149,3
2020-09-03,CZ051,CZ0513,294,225,2
2020-09-03,CZ051,CZ0514,106,78,2
2020-09-03,CZ052,CZ0521,240,173,1
2020-09-03,CZ052,CZ0522,78,51,3
2020-09-03,CZ052,CZ0523,163,119,0
2020-09-03,CZ052,CZ0524,82,65,1
2020-09-03,CZ052,CZ0525,66,51,1
2020-09-03,CZ053,CZ0531,205,160,1
2020-09-03,CZ053,CZ0532,348,246,5
2020-09-03,CZ053,CZ0533,163,85,3
2020-09-03,CZ053,CZ0534,142,120,3
2020-09-03,CZ063,CZ0631,201,172,6
2020-09-03,CZ063,CZ0632,232,179,8
2020-09-03,CZ063,CZ0633,75,43,0
2020-09-03,CZ063,CZ0634,172,85,1
2020-09-03,CZ063,CZ0635,153,91,0
2020-09-03,CZ064,CZ0641,107,51,0
2020-09-03,CZ064,CZ0642,794,613,6
2020-09-03,CZ064,CZ0643,261,173,3
2020-09-03,CZ064,CZ0644,212,180,15
2020-09-03,CZ064,CZ0645,284,127,3
2020-09-03,CZ064,CZ0646,119,81,0
2020-09-03,CZ064,CZ0647,157,150,0
2020-09-03,CZ071,CZ0711,16,10,0
2020-09-03,CZ071,CZ0712,878,777,25
2020-09-03,CZ071,CZ0713,201,148,0
2020-09-03,CZ071,CZ0714,134,117,1
2020-09-03,CZ071,CZ0715,96,82,0
2020-09-03,CZ072,CZ0721,85,71,0
2020-09-03,CZ072,CZ0722,389,319,3
2020-09-03,CZ072,CZ0723,98,88,0
2020-09-03,CZ072,CZ0724,291,230,2
2020-09-03,CZ080,CZ0801,43,42,1
2020-09-03,CZ080,CZ0802,1240,1142,17
2020-09-03,CZ080,CZ0803,2467,2462,20
2020-09-03,CZ080,CZ0804,278,224,7
2020-09-03,CZ080,CZ0805,417,355,10
2020-09-03,CZ080,CZ0806,1028,914,39
2020-09-03,,,10,454,0
2020-09-04,CZ010,CZ0100,5899,4717,124
2020-09-04,CZ020,CZ020A,475,402,5
2020-09-04,CZ020,CZ020B,223,146,3
2020-09-04,CZ020,CZ020C,59,41,0
2020-09-04,CZ020,CZ0201,186,152,1
2020-09-04,CZ020,CZ0202,240,168,1
2020-09-04,CZ020,CZ0203,374,242,6
2020-09-04,CZ020,CZ0204,269,196,1
2020-09-04,CZ020,CZ0205,148,119,2
2020-09-04,CZ020,CZ0206,283,223,2
2020-09-04,CZ020,CZ0207,200,156,2
2020-09-04,CZ020,CZ0208,211,169,2
2020-09-04,CZ020,CZ0209,578,471,4
2020-09-04,CZ031,CZ0311,217,117,0
2020-09-04,CZ031,CZ0312,64,44,0
2020-09-04,CZ031,CZ0313,78,56,0
2020-09-04,CZ031,CZ0314,72,53,0
2020-09-04,CZ031,CZ0315,125,97,5
2020-09-04,CZ031,CZ0316,120,70,1
2020-09-04,CZ031,CZ0317,148,86,0
2020-09-04,CZ032,CZ0321,369,359,8
2020-09-04,CZ032,CZ0322,180,163,3
2020-09-04,CZ032,CZ0323,346,233,3
2020-09-04,CZ032,CZ0324,86,50,6
2020-09-04,CZ032,CZ0325,114,80,0
2020-09-04,CZ032,CZ0326,51,25,0
2020-09-04,CZ032,CZ0327,64,58,2
2020-09-04,CZ041,CZ0411,393,313,35
2020-09-04,CZ041,CZ0412,155,113,3
2020-09-04,CZ041,CZ0413,91,83,0
2020-09-04,CZ042,CZ0421,105,66,0
2020-09-04,CZ042,CZ0422,90,70,1
2020-09-04,CZ042,CZ0423,361,333,11
2020-09-04,CZ042,CZ0424,82,55,3
2020-09-04,CZ042,CZ0425,81,83,6
2020-09-04,CZ042,CZ0426,119,89,1
2020-09-04,CZ042,CZ0427,152,135,0
2020-09-04,CZ051,CZ0511,62,46,0
2020-09-04,CZ051,CZ0512,193,150,3
2020-09-04,CZ051,CZ0513,301,226,2
2020-09-04,CZ051,CZ0514,109,78,2
2020-09-04,CZ052,CZ0521,248,178,1
2020-09-04,CZ052,CZ0522,78,53,3
2020-09-04,CZ052,CZ0523,171,122,0
2020-09-04,CZ052,CZ0524,82,66,1
2020-09-04,CZ052,CZ0525,90,52,1
2020-09-04,CZ053,CZ0531,212,162,1
2020-09-04,CZ053,CZ0532,357,247,5
2020-09-04,CZ053,CZ0533,173,86,3
2020-09-04,CZ053,CZ0534,148,123,3
2020-09-04,CZ063,CZ0631,202,172,6
2020-09-04,CZ063,CZ0632,234,182,8
2020-09-04,CZ063,CZ0633,83,48,0
2020-09-04,CZ063,CZ0634,183,93,1
2020-09-04,CZ063,CZ0635,155,95,0
2020-09-04,CZ064,CZ0641,121,52,0
2020-09-04,CZ064,CZ0642,834,634,8
2020-09-04,CZ064,CZ0643,267,179,3
2020-09-04,CZ064,CZ0644,213,181,15
2020-09-04,CZ064,CZ0645,330,137,3
2020-09-04,CZ064,CZ0646,121,87,0
2020-09-04,CZ064,CZ0647,159,150,0
2020-09-04,CZ071,CZ0711,16,10,0
2020-09-04,CZ071,CZ0712,884,783,25
2020-09-04,CZ071,CZ0713,203,149,0
2020-09-04,CZ071,CZ0714,136,117,1
2020-09-04,CZ071,CZ0715,101,84,0
2020-09-04,CZ072,CZ0721,91,72,0
2020-09-04,CZ072,CZ0722,408,323,3
2020-09-04,CZ072,CZ0723,98,88,0
2020-09-04,CZ072,CZ0724,294,233,2
2020-09-04,CZ080,CZ0801,46,42,1
2020-09-04,CZ080,CZ0802,1246,1145,17
2020-09-04,CZ080,CZ0803,2471,2466,20
2020-09-04,CZ080,CZ0804,284,227,7
2020-09-04,CZ080,CZ0805,424,359,10
2020-09-04,CZ080,CZ0806,1037,922,39
2020-09-04,,,10,457,0
2020-09-05,CZ010,CZ0100,6020,4785,127
2020-09-05,CZ020,CZ020A,490,404,5
2020-09-05,CZ020,CZ020B,231,147,3
2020-09-05,CZ020,CZ020C,61,41,0
2020-09-05,CZ020,CZ0201,191,152,1
2020-09-05,CZ020,CZ0202,253,171,1
2020-09-05,CZ020,CZ0203,386,243,6
2020-09-05,CZ020,CZ0204,275,196,1
2020-09-05,CZ020,CZ0205,149,119,3
2020-09-05,CZ020,CZ0206,290,223,2
2020-09-05,CZ020,CZ0207,206,157,2
2020-09-05,CZ020,CZ0208,216,171,2
2020-09-05,CZ020,CZ0209,590,471,4
2020-09-05,CZ031,CZ0311,224,120,0
2020-09-05,CZ031,CZ0312,65,44,0
2020-09-05,CZ031,CZ0313,78,57,0
2020-09-05,CZ031,CZ0314,77,53,0
2020-09-05,CZ031,CZ0315,125,98,5
2020-09-05,CZ031,CZ0316,126,70,1
2020-09-05,CZ031,CZ0317,163,86,0
2020-09-05,CZ032,CZ0321,369,359,8
2020-09-05,CZ032,CZ0322,180,164,3
2020-09-05,CZ032,CZ0323,360,240,3
2020-09-05,CZ032,CZ0324,94,50,6
2020-09-05,CZ032,CZ0325,120,82,0
2020-09-05,CZ032,CZ0326,51,25,0
2020-09-05,CZ032,CZ0327,65,58,2
2020-09-05,CZ041,CZ0411,396,313,35
2020-09-05,CZ041,CZ0412,155,114,3
2020-09-05,CZ041,CZ0413,93,84,0
2020-09-05,CZ042,CZ0421,105,66,0
2020-09-05,CZ042,CZ0422,91,71,1
2020-09-05,CZ042,CZ0423,362,337,11
2020-09-05,CZ042,CZ0424,85,55,3
2020-09-05,CZ042,CZ0425,83,83,6
2020-09-05,CZ042,CZ0426,121,90,1
2020-09-05,CZ042,CZ0427,153,137,0
2020-09-05,CZ051,CZ0511,63,46,0
2020-09-05,CZ051,CZ0512,193,150,3
2020-09-05,CZ051,CZ0513,301,228,2
2020-09-05,CZ051,CZ0514,111,78,2
2020-09-05,CZ052,CZ0521,250,178,1
2020-09-05,CZ052,CZ0522,80,55,3
2020-09-05,CZ052,CZ0523,174,122,0
2020-09-05,CZ052,CZ0524,86,66,1
2020-09-05,CZ052,CZ0525,92,52,1
2020-09-05,CZ053,CZ0531,221,162,1
2020-09-05,CZ053,CZ0532,366,247,5
2020-09-05,CZ053,CZ0533,177,86,3
2020-09-05,CZ053,CZ0534,150,123,3
2020-09-05,CZ063,CZ0631,206,176,6
2020-09-05,CZ063,CZ0632,236,182,8
2020-09-05,CZ063,CZ0633,111,51,0
2020-09-05,CZ063,CZ0634,190,93,1
2020-09-05,CZ063,CZ0635,157,106,0
2020-09-05,CZ064,CZ0641,127,53,0
2020-09-05,CZ064,CZ0642,854,641,8
2020-09-05,CZ064,CZ0643,277,181,3
2020-09-05,CZ064,CZ0644,214,181,15
2020-09-05,CZ064,CZ0645,345,138,4
2020-09-05,CZ064,CZ0646,121,87,0
2020-09-05,CZ064,CZ0647,159,150,0
2020-09-05,CZ071,CZ0711,16,10,0
2020-09-05,CZ071,CZ0712,889,783,25
2020-09-05,CZ071,CZ0713,204,149,0
2020-09-05,CZ071,CZ0714,138,117,1
2020-09-05,CZ071,CZ0715,103,84,0
2020-09-05,CZ072,CZ0721,91,72,0
2020-09-05,CZ072,CZ0722,416,323,3
2020-09-05,CZ072,CZ0723,100,88,0
2020-09-05,CZ072,CZ0724,298,233,2
2020-09-05,CZ080,CZ0801,46,42,1
2020-09-05,CZ080,CZ0802,1254,1156,17
2020-09-05,CZ080,CZ0803,2477,2469,20
2020-09-05,CZ080,CZ0804,288,230,7
2020-09-05,CZ080,CZ0805,426,360,10
